1,1.000000
2,1.930000
3,2.930000
4,3.860000
5,4.740000
6,5.820000
7,6.730000
8,7.650000
9,8.630000
10,9.760000
11,10.679999
12,11.580000
13,12.580000
14,13.680000
15,14.520000
16,15.389999
17,16.400000
18,17.320000
19,18.340000
20,19.390001
21,20.370001
22,21.709999
23,22.700001
24,23.490000
25,24.490000
26,25.540001
27,26.629999
28,27.639999
29,28.389999
30,29.490000
31,30.510000
32,31.790001
33,32.709999
34,33.739998
35,34.660000
36,35.490002
37,36.359997
38,37.349998
39,38.550003
40,39.570000
41,40.790001
42,41.860001
43,42.629997
44,43.720001
45,45.130001
46,45.930000
47,46.750000
48,47.570000
49,48.689999
50,49.549999
51,50.770004
52,51.880001
53,53.079998
54,53.850002
55,55.049999
56,55.900002
57,57.190002
58,57.990002
59,59.259998
60,60.430000
61,61.369999
62,61.919998
63,62.889999
64,64.090004
65,64.990005
66,66.000000
67,67.159996
68,68.430000
69,69.430000
70,70.020004
71,71.100006
72,71.680000
73,72.320000
74,73.320000
75,74.180000
76,75.470001
77,77.040001
78,77.800003
79,78.369995
80,80.540001
81,80.589996
82,81.470001
83,82.880005
84,84.070000
85,84.659996
86,84.860001
87,86.339996
88,87.410004
89,88.610001
90,89.450005
91,90.510002
92,91.320000
93,92.559998
94,93.169998
95,94.270004
96,95.020004
97,96.250000
98,97.239998
99,98.059998
100,99.000000
